"Animal Products Demand.average daily demand per capita in 1980",376.138991775897
"Animal Products Demand.initial share of demand from consumption domain",0.172464884414208
"Animal Products Demand.sensitivity of demand to consumption",0.518316536690958
"Animal Products Demand.sensitivity of demand to relative scarcity",0.806017264409131
"Animal Products Demand.sensitivity of personal norm to climate risk",-0.489803886181443
"Animal Products Demand.sensitivity of personal norm to consumption risk",-0.429621143624203
"Animal Products Demand.sensitivity of personal norm to social value",1.18695856177348
"Animal Products Demand.time horizon for long term perception",54.4979682842435
"Animal Products Demand.time horizon for short term perception",3.55738013918865
"Animal Products Demand.time to adjust consumption pattern",3.9263611057428
"Animal Products Demand.time to adjust value perception",2.96004421804137
"Animal Products Demand.time to observe consequences",25.0080858552951
"Animal Products Demand.time to perceive average consumption",2.9416089689167
"Animal Products Demand.time to perceive change in accessibility",1
"Climate Risk Perception.additional time horizon of reference climate extremes exposure",50.3938555678285
"Climate Risk Perception.additional time horizon of reference temperature anomaly",10.027183988045
"Climate Risk Perception.sensitivity to climate extremes exposure",0.982003746222356
"Climate Risk Perception.sensitivity to climate information",0.984649428508052
"Climate Risk Perception.time to perceive climate extremes exposure",3.06714243170849
"Climate Risk Perception.time to perceive temperature anomaly",2.74357000025433
"Climate Risk Perception.time to report climate information",8.45054017051046
"Behavioral Choices.switch animal products fraction policy",0
"Behavioral Choices.switch aquatic animal products fraction policy",0
"Behavioral Choices.switch energy demand policy",0
"Behavioral Choices.switch food demand policy",0
"Climate.switch behavioral impact",1
"Climate.switch demography damage",1
"Climate.switch energy damage",1
"Climate.switch finance damage",1
"Climate.switch government damage",1
"Climate.switch labor damage",1
"Climate.switch land carbon impact",1
"Climate.switch landuse damage",1
"Climate.switch sea level rise damage",1
"Emissions.baseline Food and Land use CH4 emissions",46.8304840395625
"Emissions.baseline Food and Land Use N2O emissions",3650.08419815139
"Emissions.baseline GDP per person",7.50891781169888
"Emissions.baseline HFC134a eq per person",0.00154865341098791
"Emissions.baseline N2O per person",0.000133691928151863
"Emissions.baseline non fossil CH4 per person",0.00977488928173013
"Emissions.desulphurisation rate of energy related emissions[Gas]",-0.0362290966896637
"Emissions.desulphurisation rate of energy related emissions[Oil]",-0.0187665377872956
"Emissions.desulphurisation rate of energy related emissions[Coal]",-0.0381309286234209
"Emissions.effective CDD logistic speed",3.36491949212931
"Emissions.Initial Fossil Energy CH4 Intensity[Gas]",28.9349731860506
"Emissions.Initial Fossil Energy CH4 Intensity[Oil]",19.0743900723425
"Emissions.Initial Fossil Energy CH4 Intensity[Coal]",34.9932706069747
"Emissions.Initial Fossil Energy N2O Intensity[Gas]",226.778786246058
"Emissions.Initial Fossil Energy N2O Intensity[Oil]",277.828736410406
"Emissions.Initial Fossil Energy N2O Intensity[Coal]",499.595527820781
"Emissions.Initial Fossil Energy Sulfur Intensity[Gas]",40.19101259422
"Emissions.Initial Fossil Energy Sulfur Intensity[Oil]",12.7947455576527
"Emissions.Initial Fossil Energy Sulfur Intensity[Coal]",48.692450051843
"Emissions.MtCH4 emission per PCal animal products 1980",0.114713914107229
"Emissions.MtN2O emission per PCal animal products 1980",0.0025356048812357
"Emissions.rate of change in energy related CH4 emissions[Gas]",-0.0719828982587394
"Emissions.rate of change in energy related CH4 emissions[Oil]",-0.0446128576953571
"Emissions.rate of change in energy related CH4 emissions[Coal]",-0.000841838858379762
"Emissions.rate of change in energy related N2O emissions[Gas]",-0.0180409223132277
"Emissions.rate of change in energy related N2O emissions[Oil]",-0.00902089160155854
"Emissions.rate of change in energy related N2O emissions[Coal]",-0.0234692244011569
"Emissions.rate of decline in MtCH4 emission per PCal animal products",0.0142433921773313
"Emissions.rate of decline in MtN2O emission per PCal animal products",0.00234165831543859
"Emissions.rate of decline in tN2O emission per tN fertilizer",0.00573155692671689
"Emissions.sensitivity of HFC134a eq per person to relative CDD",8.06007324455125
"Emissions.sensitivity of non fossil CH4 per person to GDP per capita",0
"Emissions.sensitivity of Other N2O per person to GDP per capita",-0.272890376937794
"Emissions.tN2O emission per tN fertilizer 1980",0.0262730510536762
"Forest.CO2 tree net primary production parameter",0.001
"Forest.forest aboveground biomass 1980",546.990743207387
"Forest.STA maximum aboveground biomass per area parameter",0.253488316289495
"Forest.STA squared maximum aboveground biomass per area parameter",-0.0487098107344002
"Forest.STA squared tree net primary production parameter",-0.023015026037364
"Forest.STA tree net primary production parameter",0.125348729226489
"Forest.tree net primary production in 1980",0.00832071686493894
"Forest.Young mature forest biomass ratio",0.558925781060304
"Grass.CO2 grass net primary production parameter",0.000963653776025308
"Grass.grass net primary production in 1980",0.005
"Grass.GtC per PCal of grazing multiplier",0.31577880511698
"Grass.STA grass net primary production parameter",0.126281691693998
"Grass.STA squared grass net primary production",-0.0346543950643458
"cropland soil carbon.cropland soil carbon 1980",106.352146988511
"degraded land soil carbon.degraded land productivity reduction factor",0.05
"forest soil carbon.forest soil carbon initialisation",799.996522487009
"forest soil carbon.Young forest soil carbon reduction factor",0.862530531087245
"grassland soil carbon.grassland soil carbon 1980",330
"soil carbon decay.cropland litter input share slow soil carbon",0.0162331648914426
"soil carbon decay.cropland slow soil carbon historic share",0.37474255141796
"soil carbon decay.e0",290.028744464422
"soil carbon decay.grassland litter input share slow soil carbon",0.0182493478295644
"soil carbon decay.grassland slow soil carbon historic share",0.4
"soil carbon decay.mature forest litter input share slow soil carbon",0.0213652503506472
"soil carbon decay.mature forest slow soil carbon historic share",0.399614251669709
"soil carbon decay.natural decay rate fast soil carbon",0.025
"soil carbon decay.natural decay rate litter carbon",0.600513407157666
"soil carbon decay.natural decay rate slow soil carbon",0.000808823659549357
"soil carbon decay.temp response",60
"soil carbon decay.young forest litter input share slow soil carbon",0.0117298173139784
"soil carbon decay.young forest slow soil carbon historic share",0.3
"Terrestrial Carbon Balance.Global peatland carbon uptake rate",0.29995460500312
"Ocean.Initial Cold surface ocean carbon reservoir[1]",127.468766831
"Ocean.Initial Cold surface ocean carbon reservoir[2]",356.90516641
"Ocean.Initial Cold surface ocean carbon reservoir[3]",450.345429704
"Ocean.Initial Cold surface ocean carbon reservoir[4]",232.911868638
"Ocean.Initial Cold surface ocean carbon reservoir[5]",207.570874867
"Ocean.Initial Cold surface ocean carbon reservoir[6]",482.32102325
"Ocean.Initial Cold surface ocean carbon reservoir[7]",389.43106499
"Ocean.Initial Cold surface ocean carbon reservoir[8]",373.752545789
"Ocean.Initial Cold surface ocean carbon reservoir[9]",80.3926514772
"Ocean.Initial Cold surface ocean carbon reservoir[10]",165.876168363
"Ocean.Initial Cold surface ocean carbon reservoir[11]",609.048668102
"Ocean.Initial Cold surface ocean carbon reservoir[12]",609.022436657
"Ocean.Initial Cold surface ocean carbon reservoir[13]",228.107418819
"Ocean.Initial Cold surface ocean carbon reservoir[14]",299.229053131
"Ocean.Initial Cold surface ocean carbon reservoir[15]",593.057059407
"Ocean.Initial Cold surface ocean carbon reservoir[16]",400.452003216
"Ocean.Initial Cold surface ocean carbon reservoir[17]",128.946879813
"Ocean.Initial Cold surface ocean carbon reservoir[18]",574.940745381
"Ocean.Initial Cold surface ocean carbon reservoir[19]",604.939485756
"Ocean.Initial Cold surface ocean carbon reservoir[20]",406.795216291
"Ocean.Initial Cold surface ocean carbon reservoir[21]",448.493079517
"Ocean.Initial Cold surface ocean carbon reservoir[22]",631.778051646
"Ocean.Initial Cold surface ocean carbon reservoir[23]",629.950712195
"Ocean.Initial Cold surface ocean carbon reservoir[24]",469.127438869
"Ocean.Initial Cold surface ocean carbon reservoir[25]",374.358359864
"Ocean.Initial Cold surface ocean carbon reservoir[26]",288.189169019
"Ocean.Initial Cold surface ocean carbon reservoir[27]",210.147023987
"Ocean.Initial Cold surface ocean carbon reservoir[28]",536.817282649
"Ocean.Initial Cold surface ocean carbon reservoir[29]",339.274535908
"Ocean.Initial Cold surface ocean carbon reservoir[30]",278.884388056
"Ocean.Initial Cold surface ocean carbon reservoir[31]",401.07950598
"Ocean.Initial Cold surface ocean carbon reservoir[32]",432.779275143
"Ocean.Initial Cold surface ocean carbon reservoir[33]",553.485306151
"Ocean.Initial Cold surface ocean carbon reservoir[34]",279.370801952
"Ocean.Initial Cold surface ocean carbon reservoir[35]",507.072590187
"Ocean.Initial Cold surface ocean carbon reservoir[36]",577.447452127
"Ocean.Initial Cold surface ocean carbon reservoir[37]",426.879893903
"Ocean.Initial Cold surface ocean carbon reservoir[38]",521.828598785
"Ocean.Initial Cold surface ocean carbon reservoir[39]",185.572213683
"Ocean.Initial Cold surface ocean carbon reservoir[40]",221.932163694
"Ocean.Initial Cold surface ocean carbon reservoir[41]",353.478814178
"Ocean.Initial Cold surface ocean carbon reservoir[42]",568.943163672
"Ocean.Initial Cold surface ocean carbon reservoir[43]",282.413263539
"Ocean.Initial Cold surface ocean carbon reservoir[44]",411.637167755
"Ocean.Initial Cold surface ocean carbon reservoir[45]",116.363451322
"Ocean.Initial Cold surface ocean carbon reservoir[46]",377.428701561
"Ocean.Initial Cold surface ocean carbon reservoir[47]",474.419237268
"Ocean.Initial Cold surface ocean carbon reservoir[48]",120.742571631
"Ocean.Initial Cold surface ocean carbon reservoir[49]",242.608963015
"Ocean.Initial Cold surface ocean carbon reservoir[50]",317.584577377
"Ocean.Initial Cold surface ocean carbon reservoir[51]",397.271498081
"Ocean.Initial Cold surface ocean carbon reservoir[52]",492.002371655
"Ocean.Initial Cold surface ocean carbon reservoir[53]",614.536516359
"Ocean.Initial Cold surface ocean carbon reservoir[54]",505.480568565
"Ocean.Initial Cold surface ocean carbon reservoir[55]",151.364595712
"Ocean.Initial Cold surface ocean carbon reservoir[56]",278.006139842
"Ocean.Initial Cold surface ocean carbon reservoir[57]",467.175191801
"Ocean.Initial Cold surface ocean carbon reservoir[58]",193.419309792
"Ocean.Initial Cold surface ocean carbon reservoir[59]",417.397357193
"Ocean.Initial Cold surface ocean carbon reservoir[60]",225.220213009
"Ocean.Initial Cold surface ocean carbon reservoir[61]",594.047075235
"Ocean.Initial Cold surface ocean carbon reservoir[62]",380.624130755
"Ocean.Initial Cold surface ocean carbon reservoir[63]",608.757049632
"Ocean.Initial Cold surface ocean carbon reservoir[64]",255.371971478
"Ocean.Initial Cold surface ocean carbon reservoir[65]",624.813823487
"Ocean.Initial Cold surface ocean carbon reservoir[66]",619.444336986
"Ocean.Initial Cold surface ocean carbon reservoir[67]",627.117643124
"Ocean.Initial Cold surface ocean carbon reservoir[68]",541.036734453
"Ocean.Initial Cold surface ocean carbon reservoir[69]",283.994008325
"Ocean.Initial Cold surface ocean carbon reservoir[70]",396.412695688
"Ocean.Initial Cold surface ocean carbon reservoir[71]",270.73587057
"Ocean.Initial Cold surface ocean carbon reservoir[72]",120.194038801
"Ocean.Initial Cold surface ocean carbon reservoir[73]",625.361290256
"Ocean.Initial Cold surface ocean carbon reservoir[74]",529.810307949
"Ocean.Initial Cold surface ocean carbon reservoir[75]",534.240874269
"Ocean.Initial Cold surface ocean carbon reservoir[76]",403.25344925
"Ocean.Initial Cold surface ocean carbon reservoir[77]",169.353111156
"Ocean.Initial Cold surface ocean carbon reservoir[78]",130.026865989
"Ocean.Initial Cold surface ocean carbon reservoir[79]",247.102688949
"Ocean.Initial Cold surface ocean carbon reservoir[80]",251.921681295
"Ocean.Initial Cold surface ocean carbon reservoir[81]",604.474429744
"Ocean.Initial Cold surface ocean carbon reservoir[82]",579.74635693
"Ocean.Initial Cold surface ocean carbon reservoir[83]",176.215484162
"Ocean.Initial Cold surface ocean carbon reservoir[84]",277.734812079
"Ocean.Initial Cold surface ocean carbon reservoir[85]",432.020402412
"Ocean.Initial Cold surface ocean carbon reservoir[86]",399.116094593
"Ocean.Initial Cold surface ocean carbon reservoir[87]",502.571408789
"Ocean.Initial Cold surface ocean carbon reservoir[88]",271.897770473
"Ocean.Initial Cold surface ocean carbon reservoir[89]",273.235631276
"Ocean.Initial Cold surface ocean carbon reservoir[90]",287.068868494
"Ocean.Initial Cold surface ocean carbon reservoir[91]",435.383758409
"Ocean.Initial Cold surface ocean carbon reservoir[92]",107.965033027
"Ocean.Initial Cold surface ocean carbon reservoir[93]",218.841315952
"Ocean.Initial Cold surface ocean carbon reservoir[94]",272.218004189
"Ocean.Initial Cold surface ocean carbon reservoir[95]",544.241054755
"Ocean.Initial Cold surface ocean carbon reservoir[96]",516.269983671
"Ocean.Initial Cold surface ocean carbon reservoir[97]",435.973575923
"Ocean.Initial Cold surface ocean carbon reservoir[98]",330.098678811
"Ocean.Initial Cold surface ocean carbon reservoir[99]",370.254294026
"Ocean.Initial Cold surface ocean carbon reservoir[100]",551.742075028
"Ocean.Initial Cold surface ocean pH[1]",8.40055240517
"Ocean.Initial Cold surface ocean pH[2]",8.35213651858
"Ocean.Initial Cold surface ocean pH[3]",8.25148978464
"Ocean.Initial Cold surface ocean pH[4]",8.16960399016
"Ocean.Initial Cold surface ocean pH[5]",8.33835808982
"Ocean.Initial Cold surface ocean pH[6]",8.29171703143
"Ocean.Initial Cold surface ocean pH[7]",8.3425326046
"Ocean.Initial Cold surface ocean pH[8]",8.35513168722
"Ocean.Initial Cold surface ocean pH[9]",8.38378605016
